contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,symbol,expiry,timestamp
QQQ251110C00600000,2025-11-07 21:11:59+00:00,600.0,11.3,10.8,12.1,-2.29,-16.850624,20519.0,117,0.336920693359375,True,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00601000,2025-11-07 21:14:32+00:00,601.0,10.5,8.66,11.18,-2.5699997,-19.66335,14595.0,49,0.32398136962890617,True,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00602000,2025-11-07 21:13:54+00:00,602.0,9.67,9.5,10.08,-2.62,-21.318144,19459.0,36,0.2985909985351562,True,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00603000,2025-11-07 21:14:44+00:00,603.0,8.51,8.51,9.3,-2.3999996,-21.998163,23745.0,86,0.29358616577148433,True,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00604000,2025-11-07 21:08:08+00:00,604.0,8.04,7.51,8.49,-1.9099998,-19.195978,25819.0,25,0.2854075366210937,True,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00605000,2025-11-07 21:14:34+00:00,605.0,7.36,7.11,7.5,-1.7999997,-19.650652,50804.0,111,0.26538820556640624,True,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00606000,2025-11-07 21:13:40+00:00,606.0,6.58,6.52,6.71,-2.46,-27.21239,26543.0,89,0.25623302368164064,True,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00609000,2025-11-07 21:14:59+00:00,609.0,4.64,4.58,4.66,-2.15,-31.664213,23977.0,298,0.23780059082031246,True,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00610000,2025-11-07 21:14:59+00:00,610.0,4.03,3.98,4.05,-2.54,-38.660576,63612.0,732,0.23206334350585936,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00611000,2025-11-07 21:14:58+00:00,611.0,3.47,3.45,3.49,-2.45,-41.385136,12427.0,1355,0.2268143725585937,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00612000,2025-11-07 21:14:39+00:00,612.0,2.94,2.93,2.98,-2.31,-44.0,19483.0,2258,0.22217574707031246,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00614000,2025-11-07 21:14:57+00:00,614.0,2.1,2.06,2.1,-2.0500002,-49.397594,29389.0,1437,0.21375297973632812,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00615000,2025-11-07 21:14:48+00:00,615.0,1.7,1.7,1.73,-1.8999999,-52.777775,31315.0,3128,0.2098467687988281,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00616000,2025-11-07 21:14:55+00:00,616.0,1.39,1.36,1.41,-1.57,-53.04054,6588.0,1634,0.2063067651367187,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00619000,2025-11-07 21:14:46+00:00,619.0,0.68,0.66,0.69,-1.1500001,-62.841534,5020.0,861,0.19605296142578127,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00620000,2025-11-07 21:14:59+00:00,620.0,0.54,0.51,0.54,-1.0899999,-66.87116,12117.0,2617,0.19458813232421873,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00621000,2025-11-07 21:14:56+00:00,621.0,0.4,0.39,0.41,-0.89,-68.99225,5012.0,1544,0.19214675048828128,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00622000,2025-11-07 21:14:55+00:00,622.0,0.31,0.3,0.32,-0.8,-72.07207,3190.0,1459,0.19190261230468753,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00623000,2025-11-07 21:14:57+00:00,623.0,0.24,0.22,0.24,-0.68,-73.91304,3333.0,1224,0.19043778320312502,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00624000,2025-11-07 21:14:50+00:00,624.0,0.18,0.17,0.19,-0.59,-76.623375,2005.0,965,0.19190261230468753,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00625000,2025-11-07 21:13:38+00:00,625.0,0.12,0.13,0.15,-0.48000002,-80.0,6604.0,5999,0.1928791650390625,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00626000,2025-11-07 21:14:50+00:00,626.0,0.09,0.09,0.1,-0.39,-81.25,2298.0,2635,0.1889729541015625,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00627000,2025-11-07 21:14:26+00:00,627.0,0.07,0.07,0.09,-0.3,-81.08108,956.0,1108,0.1948322705078125,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00628000,2025-11-07 21:14:02+00:00,628.0,0.05,0.05,0.06,-0.26999998,-84.37499,1090.0,1366,0.1914143359375,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00629000,2025-11-07 21:14:45+00:00,629.0,0.05,0.04,0.05,-0.21,-80.769226,1380.0,1154,0.195320546875,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00630000,2025-11-07 21:14:50+00:00,630.0,0.04,0.03,0.04,-0.16,-79.99999,6517.0,5201,0.19727365234375,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00631000,2025-11-07 21:13:54+00:00,631.0,0.03,0.03,0.04,-0.14,-82.35294,1866.0,704,0.20508607421874997,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00632000,2025-11-07 21:14:53+00:00,632.0,0.03,0.02,0.03,-0.11,-78.57143,1106.0,867,0.20703917968749996,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00633000,2025-11-07 21:14:27+00:00,633.0,0.03,0.02,0.03,-0.08,-72.72727,2396.0,1371,0.2148516015625,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00634000,2025-11-07 21:12:50+00:00,634.0,0.02,0.01,0.02,-0.08,-79.99999,1846.0,1207,0.21094539062499998,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00635000,2025-11-07 21:12:48+00:00,635.0,0.02,0.01,0.02,-0.07000001,-77.77779,1676.0,2016,0.21875781249999998,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00636000,2025-11-07 20:42:08+00:00,636.0,0.01,0.01,0.02,-0.080000006,-88.88889,789.0,703,0.22657023437499998,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00637000,2025-11-07 21:09:52+00:00,637.0,0.02,0.01,0.02,-0.07000001,-77.77779,414.0,575,0.23438265625,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00638000,2025-11-07 20:34:56+00:00,638.0,0.02,0.01,0.02,-0.02,-50.0,440.0,476,0.242195078125,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00639000,2025-11-07 21:06:10+00:00,639.0,0.02,0.01,0.02,-0.05,-71.42857,207.0,244,0.2500075,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00640000,2025-11-07 21:14:45+00:00,640.0,0.02,0.01,0.02,-0.02,-50.0,2006.0,933,0.25586681640625003,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00641000,2025-11-07 21:14:45+00:00,641.0,0.01,0.0,0.01,-0.060000002,-85.71429,1967.0,349,0.2461012890625,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00642000,2025-11-07 21:02:03+00:00,642.0,0.02,0.0,0.01,-0.02,-50.0,2292.0,230,0.2500075,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00643000,2025-11-07 21:06:33+00:00,643.0,0.01,0.0,0.01,-0.03,-75.0,1885.0,507,0.257819921875,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00644000,2025-11-07 20:19:33+00:00,644.0,0.01,0.0,0.01,-0.02,-66.66667,1782.0,393,0.26563234375,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00645000,2025-11-07 20:35:48+00:00,645.0,0.01,0.0,0.01,-0.02,-66.66667,53.0,836,0.273444765625,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00646000,2025-11-07 16:42:19+00:00,646.0,0.01,0.0,0.01,-0.02,-66.66667,13.0,114,0.28125718749999995,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00647000,2025-11-07 17:01:13+00:00,647.0,0.01,0.0,0.01,-0.01,-50.0,368.0,114,0.28516339843749994,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00648000,2025-11-07 20:36:11+00:00,648.0,0.01,0.0,0.01,-0.02,-66.66667,542.0,173,0.2929758203124999,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00649000,2025-11-07 15:52:41+00:00,649.0,0.01,0.0,0.01,-0.02,-66.66667,434.0,845,0.29688203124999996,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00650000,2025-11-07 20:13:20+00:00,650.0,0.01,0.0,0.01,-0.01,-50.0,839.0,1130,0.304694453125,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00651000,2025-11-07 18:37:30+00:00,651.0,0.01,0.0,0.01,-0.04,-79.99999,31.0,590,0.31250687499999996,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00652000,2025-11-07 20:17:12+00:00,652.0,0.01,0.0,0.01,-0.01,-50.0,64.0,246,0.32031929687499994,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00653000,2025-11-07 15:07:23+00:00,653.0,0.02,0.0,0.01,0.0,0.0,2.0,287,0.32813171874999997,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00654000,2025-11-07 15:14:52+00:00,654.0,0.01,0.0,0.01,-0.01,-50.0,120.0,404,0.3320379296875,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00655000,2025-11-07 19:53:03+00:00,655.0,0.01,0.0,0.01,0.0,0.0,14.0,209,0.335944140625,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00656000,2025-11-04 20:34:01+00:00,656.0,0.05,0.0,0.01,0.0,0.0,133.0,1212,0.3437565625,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00657000,2025-11-06 17:26:06+00:00,657.0,0.01,0.0,0.01,-0.01,-50.0,100.0,181,0.35156898437499995,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00658000,2025-11-07 14:38:26+00:00,658.0,0.01,0.0,0.01,0.0,0.0,17.0,199,0.35938140625,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00659000,2025-11-06 14:30:04+00:00,659.0,0.03,0.0,0.01,0.0,0.0,1.0,122,0.367193828125,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00660000,2025-11-06 19:59:35+00:00,660.0,0.01,0.0,0.01,0.0,0.0,8.0,1222,0.3711000390625,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00665000,2025-11-07 14:44:09+00:00,665.0,0.01,0.0,0.01,-0.01,-50.0,230.0,511,0.4062559375,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00670000,2025-11-06 20:58:37+00:00,670.0,0.02,0.0,0.01,0.0,0.0,485.0,613,0.437505625,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00675000,2025-11-06 21:00:54+00:00,675.0,0.01,0.0,0.01,0.0,0.0,1.0,149,0.4687553125,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00680000,2025-11-04 15:51:30+00:00,680.0,0.01,0.0,0.01,0.0,0.0,326.0,364,0.500005,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00685000,2025-11-04 20:51:00+00:00,685.0,0.02,0.0,0.01,0.0,0.0,861.0,858,0.500005,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00690000,2025-11-03 16:13:01+00:00,690.0,0.01,0.0,0.01,0.0,0.0,5.0,34,0.5312546875,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00695000,2025-10-31 19:45:18+00:00,695.0,0.02,0.0,0.01,0.0,0.0,17.0,10,0.5468795312500001,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00700000,2025-11-03 20:20:22+00:00,700.0,0.01,0.0,0.01,0.0,0.0,70.0,367,0.57812921875,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00710000,2025-10-31 18:09:24+00:00,710.0,0.01,0.0,0.01,0.0,0.0,2.0,2,0.6250037500000001,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00715000,2025-10-31 16:32:51+00:00,715.0,0.02,0.0,0.01,0.0,0.0,2.0,1,0.6562534375000001,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00720000,2025-11-06 18:27:20+00:00,720.0,0.01,0.0,0.01,0.0,0.0,2.0,3,0.6875031250000001,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110C00725000,2025-10-29 17:37:11+00:00,725.0,0.05,0.0,0.01,0.0,0.0,,55,0.7187528125,False,REGULAR,USD,call,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00500000,2025-11-07 19:28:09+00:00,500.0,0.01,0.0,0.01,-0.01,-50.0,250.0,106,0.8125018749999999,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00510000,2025-11-07 20:41:29+00:00,510.0,0.01,0.0,0.01,-0.01,-50.0,745.0,3031,0.7500025,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00520000,2025-11-07 21:09:47+00:00,520.0,0.01,0.01,0.02,-0.02,-66.66667,200.0,112,0.73437765625,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00525000,2025-11-07 20:59:04+00:00,525.0,0.01,0.01,0.02,-0.02,-66.66667,883.0,3,0.6953155468750001,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00535000,2025-11-07 21:00:26+00:00,535.0,0.02,0.02,0.03,-0.030000001,-60.000004,474.0,148,0.6445348046875,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00540000,2025-11-07 21:09:23+00:00,540.0,0.03,0.02,0.04,-0.01,-25.0,896.0,262,0.6132851171875001,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00545000,2025-11-07 21:14:46+00:00,545.0,0.03,0.03,0.04,-0.03,-50.0,480.0,130,0.5820354296875,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00550000,2025-11-07 21:14:59+00:00,550.0,0.03,0.03,0.05,-0.049999997,-62.5,1283.0,200,0.5468795312500001,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00555000,2025-11-07 21:14:17+00:00,555.0,0.05,0.05,0.06,-0.040000003,-44.444447,4425.0,415,0.5214891601562499,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00560000,2025-11-07 21:12:46+00:00,560.0,0.07,0.06,0.07,-0.04,-36.363636,4619.0,141,0.49219257812500006,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00565000,2025-11-07 21:12:23+00:00,565.0,0.07,0.07,0.08,-0.020000003,-22.222225,11501.0,786,0.45508357421875,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00570000,2025-11-07 21:14:29+00:00,570.0,0.09,0.09,0.1,-0.099999994,-52.631577,4386.0,375,0.42090422851562503,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00575000,2025-11-07 21:14:33+00:00,575.0,0.12,0.11,0.12,-0.1,-45.454548,6733.0,1438,0.383795224609375,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00580000,2025-11-07 21:14:53+00:00,580.0,0.15,0.14,0.15,-0.109999985,-42.307686,15890.0,1640,0.34717449707031245,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00585000,2025-11-07 21:14:57+00:00,585.0,0.18,0.18,0.19,-0.18,-50.0,16387.0,3344,0.3090889404296875,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00590000,2025-11-07 21:14:53+00:00,590.0,0.26,0.25,0.26,-0.26,-50.0,33340.0,2112,0.27246821289062495,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00595000,2025-11-07 21:14:57+00:00,595.0,0.43,0.42,0.43,-0.40999997,-48.80952,25235.0,3903,0.24268335449218748,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00596000,2025-11-07 21:14:30+00:00,596.0,0.51,0.46,0.48,-0.52,-50.48544,13992.0,578,0.2368240380859375,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00597000,2025-11-07 21:14:39+00:00,597.0,0.57,0.52,0.56,-0.48999995,-46.226414,10843.0,696,0.23365024169921872,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00598000,2025-11-07 21:14:56+00:00,598.0,0.6,0.6,0.64,-0.53,-46.902653,14170.0,842,0.22901161621093752,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00599000,2025-11-07 21:14:57+00:00,599.0,0.7,0.69,0.73,-0.52000004,-42.622955,17272.0,374,0.2243729907226562,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00600000,2025-11-07 21:14:56+00:00,600.0,0.82,0.8,0.83,-0.53000003,-39.259262,67165.0,7182,0.2192460888671875,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00601000,2025-11-07 21:14:59+00:00,601.0,0.93,0.92,0.97,-0.58,-38.410595,25357.0,540,0.21631643066406248,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00602000,2025-11-07 21:14:48+00:00,602.0,1.11,1.07,1.12,-0.56999993,-33.928566,26344.0,561,0.2124102197265625,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00603000,2025-11-07 21:14:55+00:00,603.0,1.26,1.25,1.28,-0.66999996,-34.715023,21121.0,1153,0.20764952514648435,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00604000,2025-11-07 21:14:55+00:00,604.0,1.45,1.44,1.47,-0.5899999,-28.921566,26216.0,701,0.20325503784179685,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00605000,2025-11-07 21:14:50+00:00,605.0,1.7,1.67,1.71,-0.56999993,-25.110128,27668.0,3111,0.20032537963867186,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00606000,2025-11-07 21:14:57+00:00,606.0,1.92,1.92,1.97,-0.63,-24.705883,16782.0,1166,0.1966633068847656,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00607000,2025-11-07 21:14:36+00:00,607.0,2.28,2.2,2.25,-0.60000014,-20.833338,22183.0,1373,0.19190261230468753,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00608000,2025-11-07 21:14:41+00:00,608.0,2.61,2.51,2.57,-0.42000008,-13.861389,21641.0,910,0.18738605590820312,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00609000,2025-11-07 21:14:50+00:00,609.0,2.93,2.86,2.93,-0.39999986,-12.012008,11865.0,807,0.18262536132812499,False,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00610000,2025-11-07 21:14:58+00:00,610.0,3.31,3.27,3.31,-0.36000013,-9.809267,11384.0,4481,0.17652190673828128,True,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00611000,2025-11-07 21:14:44+00:00,611.0,3.81,3.73,3.78,-0.19000006,-4.7500014,3043.0,702,0.1724936267089844,True,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00612000,2025-11-07 21:14:54+00:00,612.0,4.25,4.21,4.27,-0.15999985,-3.6281147,2844.0,2145,0.16663431030273443,True,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00613000,2025-11-07 21:11:40+00:00,613.0,4.94,4.74,4.85,-0.01999998,-0.40322542,843.0,1034,0.16272809936523439,True,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00614000,2025-11-07 21:11:36+00:00,614.0,5.53,5.31,5.39,0.2800002,5.3333373,1183.0,1296,0.15223015747070315,True,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00615000,2025-11-07 21:14:42+00:00,615.0,6.03,5.93,6.02,-0.009999752,-0.1655588,1690.0,1772,0.14270876831054688,True,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00616000,2025-11-07 21:10:41+00:00,616.0,6.52,5.22,7.19,-0.25,-3.6927621,734.0,1411,0.17163914306640626,True,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00617000,2025-11-07 21:14:28+00:00,617.0,7.47,6.4,7.75,0.4699998,6.714283,265.0,1224,0.14917843017578125,True,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00618000,2025-11-07 21:03:47+00:00,618.0,8.22,6.73,8.48,0.59000015,7.7326365,1026.0,1873,0.13037979003906247,True,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00619000,2025-11-07 21:14:37+00:00,619.0,7.99,7.53,9.07,-0.4499998,-5.331752,390.0,519,1.0000000000000003e-05,True,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00620000,2025-11-07 21:13:31+00:00,620.0,9.7,8.36,10.31,0.42999935,4.638612,904.0,2340,0.11524322265625,True,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00621000,2025-11-07 21:05:19+00:00,621.0,10.64,10.5,11.15,0.5600004,5.5555596,392.0,1342,1.0000000000000003e-05,True,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00622000,2025-11-07 21:02:22+00:00,622.0,11.54,9.75,13.63,0.8100004,7.5489326,317.0,2491,0.2990792749023437,True,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00623000,2025-11-07 21:14:55+00:00,623.0,11.84,10.69,14.56,0.6500006,5.808763,471.0,883,0.3078682495117187,True,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
QQQ251110P00624000,2025-11-07 21:14:55+00:00,624.0,12.8,11.64,13.95,0.7399998,6.1359844,180.0,748,1.0000000000000003e-05,True,REGULAR,USD,put,QQQ,2025-11-10,2025-11-09 05:50:12.998146
