contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,symbol,expiry
NVDA251114C00140000,2025-11-07 20:54:37+00:00,140.0,48.06,47.6,49.2,-0.099998474,-0.20763803,185.0,2992.0,1.19141029296875,True,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00145000,2025-11-07 20:50:02+00:00,145.0,41.85,41.75,44.5,-3.0699997,-6.834372,132.0,55.0,1.5200219311523435,True,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00150000,2025-11-07 20:56:14+00:00,150.0,38.5,38.1,38.8,0.5,1.3157895,688.0,3053.0,0.9804689453125001,True,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00155000,2025-11-07 20:54:50+00:00,155.0,32.55,31.8,33.6,-0.79999924,-2.3987985,345.0,283.0,0.93164130859375,True,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00160000,2025-11-07 20:54:50+00:00,160.0,27.6,26.9,28.6,-0.8599987,-3.0217805,1285.0,3301.0,0.80664255859375,True,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00162500,2025-11-07 20:38:20+00:00,162.5,24.82,25.8,26.4,-1.2900009,-4.940639,50.0,48.0,0.74414318359375,True,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00165000,2025-11-07 20:59:07+00:00,165.0,23.53,22.1,24.0,-0.26999855,-1.1344478,828.0,955.0,0.797853583984375,True,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00167500,2025-11-07 20:48:12+00:00,167.5,20.85,21.15,22.8,-0.75,-3.472222,227.0,118.0,0.8320329296874999,True,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00170000,2025-11-07 20:59:18+00:00,170.0,18.9,18.85,19.0,0.0,0.0,3112.0,3876.0,0.6425816992187501,True,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00172500,2025-11-07 20:57:25+00:00,172.5,16.32,16.4,16.7,-0.38000107,-2.2754555,1215.0,281.0,0.6005899316406251,True,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00175000,2025-11-07 20:59:58+00:00,175.0,14.4,13.65,14.45,-0.15000057,-1.0309317,9965.0,8867.0,0.5293015820312501,True,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00177500,2025-11-07 20:59:09+00:00,177.5,12.3,11.95,12.35,-0.14999962,-1.2048162,3254.0,788.0,0.5532271240234375,True,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00180000,2025-11-07 20:59:35+00:00,180.0,10.3,10.2,10.35,-0.23999977,-2.2770376,37940.0,7804.0,0.5544478149414063,True,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00182500,2025-11-07 20:59:44+00:00,182.5,8.4,8.35,8.5,-0.5500002,-6.1452537,33767.0,1278.0,0.5393112475585939,True,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00185000,2025-11-07 20:59:58+00:00,185.0,6.75,6.7,6.8,-0.4499998,-6.2499976,76429.0,26494.0,0.5258836474609375,True,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00187500,2025-11-07 20:59:59+00:00,187.5,5.26,5.25,5.3,-0.45999956,-8.04195,51220.0,2455.0,0.514653291015625,True,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00190000,2025-11-07 20:59:57+00:00,190.0,4.0,4.0,4.05,-0.4499998,-10.112355,128636.0,31400.0,0.5061084545898438,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00192500,2025-11-07 20:59:56+00:00,192.5,3.0,2.97,3.0,-0.45000005,-13.04348,25501.0,6720.0,0.5002491381835938,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00195000,2025-11-07 20:59:59+00:00,195.0,2.19,2.17,2.2,-0.3399999,-13.438731,111809.0,48885.0,0.49805189453125004,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00197500,2025-11-07 20:59:57+00:00,197.5,1.57,1.56,1.6,-0.27999997,-15.135134,36842.0,10544.0,0.4997608618164063,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00200000,2025-11-07 20:59:59+00:00,200.0,1.13,1.12,1.14,-0.21000004,-15.671643,92825.0,43980.0,0.5012256909179689,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00202500,2025-11-07 20:59:59+00:00,202.5,0.82,0.8,0.82,-0.15000004,-15.463922,47868.0,35542.0,0.5053760400390624,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00205000,2025-11-07 20:59:55+00:00,205.0,0.58,0.58,0.59,-0.13,-18.309858,39383.0,66261.0,0.5136767382812499,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00207500,2025-11-07 20:59:44+00:00,207.5,0.42,0.41,0.43,-0.120000035,-22.222229,26230.0,21920.0,0.5214891601562499,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00210000,2025-11-07 20:59:41+00:00,210.0,0.3,0.3,0.31,-0.109999985,-26.829264,42240.0,55464.0,0.5312546875,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00212500,2025-11-07 20:59:28+00:00,212.5,0.23,0.22,0.23,-0.08,-25.80645,5431.0,7112.0,0.5424850439453126,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00215000,2025-11-07 20:59:51+00:00,215.0,0.16,0.16,0.17,-0.099999994,-38.461536,20078.0,28004.0,0.55273884765625,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00217500,2025-11-07 20:59:07+00:00,217.5,0.13,0.12,0.14,-0.09,-40.909092,17663.0,16758.0,0.569340244140625,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00220000,2025-11-07 20:59:46+00:00,220.0,0.11,0.09,0.11,-0.08,-42.105263,22879.0,35116.0,0.5820354296875,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00222500,2025-11-07 20:56:47+00:00,222.5,0.07,0.07,0.08,-0.07,-50.0,2688.0,2721.0,0.5937540625000001,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00225000,2025-11-07 20:59:39+00:00,225.0,0.05,0.05,0.06,-0.06999999,-58.333332,11563.0,17893.0,0.6015664843750002,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00227500,2025-11-07 20:56:16+00:00,227.5,0.05,0.04,0.05,-0.06,-54.545456,769.0,1494.0,0.6171913281250001,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00230000,2025-11-07 20:59:32+00:00,230.0,0.03,0.03,0.04,-0.060000002,-66.66667,4886.0,16625.0,0.6289099609375001,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00232500,2025-11-07 20:56:12+00:00,232.5,0.04,0.02,0.03,-0.030000001,-42.857143,389.0,2047.0,0.632816171875,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00235000,2025-11-07 20:56:39+00:00,235.0,0.03,0.02,0.03,-0.04,-57.142853,1687.0,9077.0,0.6640658593750002,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00237500,2025-11-07 20:49:19+00:00,237.5,0.02,0.01,0.02,-0.030000001,-60.000004,1573.0,1066.0,0.6562534375000001,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00240000,2025-11-07 20:57:51+00:00,240.0,0.02,0.01,0.02,-0.02,-50.0,731.0,4765.0,0.6796907031250001,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00242500,2025-11-07 20:58:50+00:00,242.5,0.01,0.01,0.02,-0.02,-66.66667,187.0,768.0,0.710940390625,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00245000,2025-11-07 20:59:41+00:00,245.0,0.01,0.0,0.01,-0.01,-50.0,1806.0,11428.0,0.6562534375000001,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00247500,2025-11-07 20:44:32+00:00,247.5,0.01,0.0,0.01,0.0,0.0,679.0,1009.0,0.6875031250000001,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00250000,2025-11-07 20:57:19+00:00,250.0,0.01,0.0,0.02,-0.01,-50.0,4938.0,6586.0,0.7500025,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00252500,2025-11-07 19:30:30+00:00,252.5,0.01,0.0,0.01,0.0,0.0,1040.0,2066.0,0.73437765625,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00255000,2025-11-07 20:04:06+00:00,255.0,0.01,0.0,0.01,0.0,0.0,73.0,4364.0,0.7500025,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00257500,2025-11-06 19:24:03+00:00,257.5,0.01,0.0,0.01,0.0,0.0,238.0,1198.0,0.7812521875,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00260000,2025-11-07 14:40:19+00:00,260.0,0.01,0.0,0.01,0.0,0.0,100.0,3296.0,0.79687703125,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00262500,2025-11-05 19:02:20+00:00,262.5,0.01,0.0,0.01,0.0,0.0,434.0,514.0,0.8125018749999999,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00265000,2025-11-07 19:31:58+00:00,265.0,0.01,0.0,0.01,0.0,0.0,3.0,2970.0,0.8437515624999999,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00267500,2025-11-05 17:20:55+00:00,267.5,0.01,0.0,0.01,0.0,0.0,512.0,816.0,0.87500125,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00270000,2025-11-06 15:41:54+00:00,270.0,0.01,0.0,0.01,0.0,0.0,3.0,2518.0,0.87500125,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00272500,2025-11-05 15:23:28+00:00,272.5,0.01,0.0,0.01,0.0,0.0,1.0,172.0,0.9062509375,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00275000,2025-11-07 20:41:53+00:00,275.0,0.01,0.0,0.01,0.0,0.0,8.0,3242.0,0.937500625,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00280000,2025-11-06 16:26:13+00:00,280.0,0.01,0.0,0.01,0.0,0.0,10.0,2658.0,0.9687503125,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00285000,2025-11-07 19:59:52+00:00,285.0,0.01,0.0,0.01,0.0,0.0,20.0,2037.0,1.000005,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00290000,2025-11-06 16:52:03+00:00,290.0,0.01,0.0,0.01,0.0,0.0,1.0,2562.0,1.0312548437500002,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00295000,2025-11-05 16:22:08+00:00,295.0,0.01,0.0,0.01,0.0,0.0,3.0,1271.0,1.0625046875000002,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00300000,2025-11-07 16:44:07+00:00,300.0,0.01,0.0,0.01,0.0,0.0,1.0,3867.0,1.125004375,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00305000,2025-11-04 16:41:34+00:00,305.0,0.01,0.0,0.01,0.0,0.0,1.0,1953.0,1.15625421875,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00310000,2025-11-03 18:32:06+00:00,310.0,0.01,0.0,0.01,0.0,0.0,264.0,1484.0,1.1875040625,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00320000,2025-11-06 15:20:17+00:00,320.0,0.01,0.0,0.01,0.0,0.0,1.0,2415.0,1.2500037499999999,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00330000,2025-11-03 15:07:33+00:00,330.0,0.01,0.0,0.01,0.0,0.0,20.0,873.0,1.3125034374999998,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00340000,2025-10-31 16:13:33+00:00,340.0,0.01,0.0,0.01,0.0,0.0,98.0,393.0,1.3750031249999999,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00350000,2025-10-31 13:42:06+00:00,350.0,0.01,0.0,0.01,0.0,0.0,5.0,843.0,1.4375028125,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00360000,2025-10-30 13:36:04+00:00,360.0,0.01,0.0,0.01,0.0,0.0,3.0,1793.0,1.5000025,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00370000,2025-10-29 19:52:35+00:00,370.0,0.01,0.0,0.01,0.0,0.0,,1306.0,1.5625021874999998,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00380000,2025-10-30 13:32:38+00:00,380.0,0.01,0.0,0.01,0.0,0.0,1.0,7.0,1.625001875,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00390000,2025-11-06 14:32:31+00:00,390.0,0.01,0.0,0.01,0.0,0.0,1.0,133.0,1.6875015625,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114C00400000,2025-11-06 18:51:46+00:00,400.0,0.01,0.0,0.01,0.0,0.0,9.0,22.0,1.71875140625,False,REGULAR,USD,call,NVDA,2025-11-14
NVDA251114P00055000,2025-11-04 17:00:36+00:00,55.0,0.01,0.0,0.01,0.0,0.0,5.0,522.0,2.8750028125,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00060000,2025-11-04 17:58:25+00:00,60.0,0.01,0.0,0.01,0.0,0.0,3.0,59.0,2.750003125,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00065000,2025-11-03 15:49:26+00:00,65.0,0.01,0.0,0.01,0.0,0.0,9.0,33.0,2.50000375,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00070000,2025-10-27 19:05:56+00:00,70.0,0.01,0.0,0.01,0.0,0.0,20.0,203.0,2.3750040624999995,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00075000,2025-10-30 17:30:54+00:00,75.0,0.01,0.0,0.01,0.0,0.0,1.0,140.0,2.1875045312499997,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00080000,2025-10-27 19:31:48+00:00,80.0,0.02,0.0,0.01,0.0,0.0,96.0,236.0,2.0625048437499998,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00085000,2025-11-07 15:43:29+00:00,85.0,0.01,0.0,0.01,0.0,0.0,3.0,701.0,1.9375003125,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00090000,2025-11-07 20:27:04+00:00,90.0,0.01,0.0,0.01,0.0,0.0,8036.0,1199.0,1.78125109375,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00095000,2025-11-07 20:44:16+00:00,95.0,0.01,0.0,0.01,0.0,0.0,1860.0,17659.0,1.65625171875,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00100000,2025-11-07 20:55:45+00:00,100.0,0.01,0.0,0.01,0.0,0.0,5070.0,13819.0,1.5625021874999998,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00105000,2025-11-07 20:42:12+00:00,105.0,0.01,0.0,0.02,0.0,0.0,2819.0,6973.0,1.5000025,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00110000,2025-11-07 20:50:59+00:00,110.0,0.01,0.0,0.01,0.0,0.0,1272.0,12324.0,1.3125034374999998,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00115000,2025-11-07 20:52:15+00:00,115.0,0.01,0.0,0.02,0.0,0.0,174.0,4631.0,1.2812535937499998,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00120000,2025-11-07 19:56:49+00:00,120.0,0.02,0.01,0.02,0.0,0.0,1280.0,8857.0,1.2343788281249999,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00125000,2025-11-07 20:51:06+00:00,125.0,0.02,0.01,0.02,0.01,100.0,215.0,6738.0,1.125004375,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00130000,2025-11-07 20:59:59+00:00,130.0,0.02,0.01,0.03,-0.01,-33.333336,1100.0,7557.0,1.0546922265625,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00135000,2025-11-07 20:56:47+00:00,135.0,0.03,0.02,0.03,0.0,0.0,1640.0,3418.0,0.9765627343750001,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00140000,2025-11-07 20:58:06+00:00,140.0,0.03,0.02,0.04,-0.01,-25.0,3271.0,14857.0,0.8984385156249999,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00145000,2025-11-07 20:53:15+00:00,145.0,0.04,0.04,0.05,-0.030000001,-42.857143,12683.0,14698.0,0.8398453515625,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00150000,2025-11-07 20:58:04+00:00,150.0,0.07,0.05,0.06,-0.049999997,-41.666664,19035.0,7978.0,0.7578149218750001,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00155000,2025-11-07 20:59:17+00:00,155.0,0.09,0.08,0.1,-0.09,-50.0,8096.0,6165.0,0.7070341796875,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00160000,2025-11-07 20:59:48+00:00,160.0,0.16,0.16,0.17,-0.14000002,-46.66667,13389.0,14419.0,0.6660189648437502,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00162500,2025-11-07 20:59:59+00:00,162.5,0.2,0.2,0.21,-0.18999998,-48.717945,7991.0,2624.0,0.6357458300781251,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00165000,2025-11-07 20:59:55+00:00,165.0,0.29,0.28,0.29,-0.22999999,-44.230766,26876.0,16782.0,0.6191444335937502,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00167500,2025-11-07 20:59:58+00:00,167.5,0.39,0.38,0.4,-0.28000003,-41.79105,14318.0,2785.0,0.6001016552734376,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00170000,2025-11-07 20:59:41+00:00,170.0,0.53,0.51,0.55,-0.31,-36.904762,23831.0,21391.0,0.5805706005859376,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00172500,2025-11-07 20:59:56+00:00,172.5,0.74,0.73,0.75,-0.36,-32.727276,7863.0,2813.0,0.5664105859375,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00175000,2025-11-07 20:59:59+00:00,175.0,1.02,1.01,1.03,-0.40999997,-28.671328,40237.0,23884.0,0.551762294921875,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00177500,2025-11-07 20:59:43+00:00,177.5,1.41,1.39,1.41,-0.47000003,-25.000004,17877.0,2859.0,0.5380905566406251,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00180000,2025-11-07 20:59:59+00:00,180.0,1.9,1.88,1.92,-0.5400001,-22.131151,65011.0,20700.0,0.5251512329101562,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00182500,2025-11-07 20:59:58+00:00,182.5,2.54,2.51,2.57,-0.5799999,-18.589743,30339.0,4858.0,0.5117236328125,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00185000,2025-11-07 20:59:56+00:00,185.0,3.3,3.3,3.4,-0.69000006,-17.293234,25717.0,28078.0,0.5043994873046875,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00187500,2025-11-07 20:59:59+00:00,187.5,4.4,4.35,4.4,-0.61000013,-12.175651,15145.0,9859.0,0.49121602539062503,False,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00190000,2025-11-07 20:59:36+00:00,190.0,5.64,5.55,5.65,-0.6300001,-10.047849,10120.0,19851.0,0.4826711889648438,True,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00192500,2025-11-07 20:59:32+00:00,192.5,7.13,7.05,7.15,-0.5699997,-7.4025936,2968.0,7454.0,0.47827670166015623,True,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00195000,2025-11-07 20:59:41+00:00,195.0,8.8,8.75,8.85,-0.3800001,-4.1394343,8339.0,16005.0,0.47412635253906255,True,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00197500,2025-11-07 20:59:35+00:00,197.5,10.72,10.65,10.75,-0.34000015,-3.0741425,2508.0,6607.0,0.4721732470703125,True,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00200000,2025-11-07 20:59:27+00:00,200.0,12.8,12.65,12.8,-0.2699995,-2.065796,5927.0,22351.0,0.47022014160156256,True,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00202500,2025-11-07 20:39:00+00:00,202.5,16.22,14.15,15.6,1.0699997,7.062704,624.0,9455.0,0.5825237060546875,True,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00205000,2025-11-07 20:57:31+00:00,205.0,17.45,17.15,17.35,-0.19999886,-1.1331381,3251.0,7690.0,0.4931691308593751,True,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00207500,2025-11-07 20:59:28+00:00,207.5,19.58,19.25,21.1,-0.27000046,-1.3602037,447.0,2418.0,0.6201209863281252,True,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00210000,2025-11-07 20:57:31+00:00,210.0,22.2,21.6,23.55,-0.34999847,-1.5520997,2637.0,6846.0,0.6499058447265625,True,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00212500,2025-11-07 19:00:42+00:00,212.5,28.23,23.15,26.0,3.5,14.152852,16.0,577.0,0.5429733203125001,True,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00215000,2025-11-07 20:42:05+00:00,215.0,28.24,26.75,28.45,1.0599995,3.8999245,75.0,2551.0,0.7553735400390625,True,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00217500,2025-11-07 20:50:15+00:00,217.5,30.75,28.9,29.6,9.35,43.69159,16.0,189.0,0.6367223828125,True,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00220000,2025-11-07 20:59:09+00:00,220.0,32.0,30.5,33.4,0.45000076,1.42631,138.0,504.0,0.5830119824218749,True,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00222500,2025-11-07 15:27:19+00:00,222.5,39.25,33.8,34.85,7.709999,24.445145,3.0,112.0,0.8183611914062499,True,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00225000,2025-11-07 20:51:32+00:00,225.0,37.8,36.5,37.9,2.3999977,6.7796545,77.0,38.0,0.8017597949218749,True,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00227500,2025-11-05 17:24:30+00:00,227.5,26.25,38.35,40.55,0.0,0.0,3.0,2.0,0.6875031250000001,True,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00230000,2025-11-07 19:59:05+00:00,230.0,41.96,41.0,42.6,0.45999908,1.1084316,32.0,26.0,1.0253954980468751,True,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00235000,2025-11-07 14:36:50+00:00,235.0,51.3,46.1,47.9,14.099998,37.90322,4.0,1.0,0.8320329296874999,True,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00237500,2025-10-31 14:21:11+00:00,237.5,32.75,48.45,50.55,0.0,0.0,3.0,0.0,0.8642591699218749,True,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00240000,2025-11-06 17:26:42+00:00,240.0,53.2,51.1,52.9,0.0,0.0,1.0,0.0,0.8964854101562498,True,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00242500,2025-10-31 14:17:27+00:00,242.5,37.8,53.45,55.55,0.0,0.0,6.0,0.0,0.92773509765625,True,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00245000,2025-10-31 19:23:25+00:00,245.0,40.45,56.1,57.9,0.0,0.0,3.0,0.0,0.9589847851562499,True,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00250000,2025-10-30 14:51:09+00:00,250.0,46.7,61.1,62.9,0.0,0.0,2.0,0.0,1.021489267578125,True,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00255000,2025-10-29 14:13:35+00:00,255.0,45.55,66.1,67.9,0.0,0.0,,0.0,1.0800827246093752,True,REGULAR,USD,put,NVDA,2025-11-14
NVDA251114P00260000,2025-11-05 20:58:32+00:00,260.0,64.61,71.1,72.9,0.0,0.0,1.0,0.0,1.138676181640625,True,REGULAR,USD,put,NVDA,2025-11-14
